text,amount,date,merchant,category,is_subscription,source
Потратил 55652 рублей в Сервис оплаты на прочее,55652,2024-11-24,Сервис оплаты,Прочее,0,voice
Потратил 87477 рублей в Саша на переводы,87477,2024-05-04,Саша,Переводы,0,voice
Потратил 18035 рублей в S7 Airlines на транспорт,18035,2025-02-28,S7 Airlines,Транспорт,0,voice
Покупка. ФНС. 56660.00 RUB,56660,2025-02-20,ФНС,Налоги,0,csv
СПИСАНИЕ 399.00 IVI,399,2025-04-06,IVI,Подписки,1,csv
Потратил 37979 рублей в Aviasales на путешествия,37979,2024-03-07,Aviasales,Путешествия,0,voice
Потратил 28866 рублей в Skillbox на образование,28866,2024-12-04,Skillbox,Образование,0,voice
Потратил 93961 рублей в Магнит на продукты,93961,2025-02-08,Магнит,Продукты,0,voice
Покупка. Подари жизнь. 84924.00 RUB,84924,2024-01-09,Подари жизнь,Благотворительность,0,csv
Потратил 33278 рублей в Uber Russia на такси,33278,2025-01-14,Uber Russia,Такси,0,voice
Потратил 16711 рублей в Горздрав на здоровье и аптеки,16711,2024-08-31,Горздрав,Здоровье и аптеки,0,voice
Лэтуаль Красота и уход 28637,28637,2024-08-19,Лэтуаль,Красота и уход,0,manual
СПИСАНИЕ 700.00 БИЛАЙН,700,2025-02-05,Билайн,Интернет и связь,1,csv
Потратил 120123 рублей в ИП Иванов на зарплата,120123,2024-11-25,ИП Иванов,Зарплата,0,voice
Пятёрочка Продукты 105331,105331,2024-08-06,Пятёрочка,Продукты,0,manual
Компания ООО Ромашка Зарплата 116327,116327,2024-02-07,Компания ООО Ромашка,Зарплата,0,manual
Покупка. Якитория. 38934.00 RUB,38934,2024-02-03,Якитория,Кафе и рестораны,0,csv
Покупка. Аэроэкспресс. 143798.00 RUB,143798,2024-12-30,Аэроэкспресс,Транспорт,0,csv
Покупка. Lamoda. 139132.00 RUB,139132,2024-05-30,Lamoda,Одежда,0,csv
Покупка. Подружка. 112824.00 RUB,112824,2024-02-20,Подружка,Красота и уход,0,csv
Покупка. Подари жизнь. 144579.00 RUB,144579,2025-01-04,Подари жизнь,Благотворительность,0,csv
Подорожник Общественный транспорт 59948,59948,2024-07-30,Подорожник,Общественный транспорт,0,manual
Lamoda Одежда 109099,109099,2025-01-08,Lamoda,Одежда,0,manual
Вкусно и точка Фастфуд 81976,81976,2024-12-06,Вкусно и точка,Фастфуд,0,manual
Потратил 124376 рублей в VK Play на развлечения,124376,2024-02-04,VK Play,Развлечения,0,voice
Потратил 113263 рублей в Шоколадница на кафе и рестораны,113263,2024-02-19,Шоколадница,Кафе и рестораны,0,voice
Потратил 145899 рублей в Сбер Инвестор на инвестиции,145899,2024-01-31,Сбер Инвестор,Инвестиции,0,voice
Покупка. Fitmost. 86464.00 RUB,86464,2024-12-09,Fitmost,Спорт,0,csv
Додо Пицца Фастфуд 110920,110920,2025-03-20,Додо Пицца,Фастфуд,0,manual
Потратил 81956 рублей в Тинькофф Инвестиции на инвестиции,81956,2024-06-29,Тинькофф Инвестиции,Инвестиции,0,voice
Потратил 126453 рублей в KFC на фастфуд,126453,2024-04-24,KFC,Фастфуд,0,voice
Покупка. Вкусно и точка. 96403.00 RUB,96403,2024-02-28,Вкусно и точка,Фастфуд,0,csv
Покупка. Сбер. 59336.00 RUB,59336,2025-02-17,Сбер,Налоги,0,csv
Покупка. Горздрав. 145995.00 RUB,145995,2024-01-14,Горздрав,Здоровье и аптеки,0,csv
Покупка. Booking. 70159.00 RUB,70159,2024-01-15,Booking,Путешествия,0,csv
Покупка. Uber Russia. 81048.00 RUB,81048,2025-04-16,Uber Russia,Такси,0,csv
Потратил 47604 рублей в Lamoda на одежда,47604,2025-03-21,Lamoda,Одежда,0,voice
Покупка. S7 Airlines. 105113.00 RUB,105113,2024-02-05,S7 Airlines,Транспорт,0,csv
Покупка. S7 Airlines. 8086.00 RUB,8086,2024-02-16,S7 Airlines,Транспорт,0,csv
Тинькофф Инвестиции Инвестиции 110106,110106,2024-08-20,Тинькофф Инвестиции,Инвестиции,0,manual
Wildberries Одежда 81743,81743,2025-01-04,Wildberries,Одежда,0,manual
Покупка. Zarina. 22320.00 RUB,22320,2025-03-28,Zarina,Одежда,0,csv
Потратил 13094 рублей в Окей на супермаркеты,13094,2024-12-11,Окей,Супермаркеты,0,voice
Якитория Кафе и рестораны 111202,111202,2024-09-05,Якитория,Кафе и рестораны,0,manual
РЖД Путешествия 71659,71659,2024-04-20,РЖД,Путешествия,0,manual
ФНС Налоги 112749,112749,2024-02-26,ФНС,Налоги,0,manual
СПИСАНИЕ 138182.00 KION,138182,2024-12-07,KION,Кино и сериалы,1,csv
Оплатил подписку IVI 399 рублей,399,2024-11-02,IVI,Кино и сериалы,1,voice
Потратил 79065 рублей в Ашан на супермаркеты,79065,2024-04-18,Ашан,Супермаркеты,0,voice
Покупка. ФНС. 67032.00 RUB,67032,2024-05-28,ФНС,Налоги,0,csv
Потратил 130436 рублей в Wildberries на одежда,130436,2025-01-17,Wildberries,Одежда,0,voice
Потратил 99719 рублей в Аптека 36.6 на здоровье и аптеки,99719,2024-09-29,Аптека 36.6,Здоровье и аптеки,0,voice
Заказчик Upwork Фриланс 146516,146516,2025-03-02,Заказчик Upwork,Фриланс,0,manual
Потратил 104139 рублей в ООО Техно на зарплата,104139,2025-03-17,ООО Техно,Зарплата,0,voice
Тинькофф Инвестиции Инвестиции 4962,4962,2024-08-23,Тинькофф Инвестиции,Инвестиции,0,manual
Покупка. Якитория. 112584.00 RUB,112584,2024-10-20,Якитория,Кафе и рестораны,0,csv
Покупка. М.Видео. 109545.00 RUB,109545,2024-05-28,М.Видео,Техника и электроника,0,csv
Потратил 85186 рублей в Додо Пицца на фастфуд,85186,2024-03-28,Додо Пицца,Фастфуд,0,voice
Покупка. Русфонд. 94907.00 RUB,94907,2024-02-15,Русфонд,Благотворительность,0,csv
Потратил 114259 рублей в Аптека 36.6 на здоровье и аптеки,114259,2024-10-28,Аптека 36.6,Здоровье и аптеки,0,voice
Потратил 103797 рублей в М.Видео на техника и электроника,103797,2025-03-21,М.Видео,Техника и электроника,0,voice
KION подписка 44124,44124,2024-02-09,KION,Кино и сериалы,1,manual
МТС подписка 650,650,2025-04-08,МТС,Интернет и связь,1,manual
Сбер Налоги 38766,38766,2024-04-30,Сбер,Налоги,0,manual
Потратил 51763 рублей в KFC на фастфуд,51763,2024-03-29,KFC,Фастфуд,0,voice
Покупка. Aviasales. 19803.00 RUB,19803,2024-03-31,Aviasales,Путешествия,0,csv
Сбер Налоги 147829,147829,2025-01-24,Сбер,Налоги,0,manual
Покупка. X-Fit. 148028.00 RUB,148028,2024-11-25,X-Fit,Спорт,0,csv
Покупка. Алексей. 82923.00 RUB,82923,2024-03-18,Алексей,Переводы,0,csv
Золотое Яблоко Красота и уход 115972,115972,2024-11-19,Золотое Яблоко,Красота и уход,0,manual
СПИСАНИЕ 133045.00 OKKO,133045,2024-02-07,Okko,Кино и сериалы,1,csv
Okko подписка 96712,96712,2025-03-01,Okko,Кино и сериалы,1,manual
Покупка. IVI. 23720.00 RUB,23720,2024-11-10,IVI,Кино и сериалы,0,csv
Booking Путешествия 121347,121347,2024-10-24,Booking,Путешествия,0,manual
Потратил 117944 рублей в Нетология на образование,117944,2025-04-10,Нетология,Образование,0,voice
Подари жизнь Благотворительность 124733,124733,2024-09-13,Подари жизнь,Благотворительность,0,manual
РЖД Транспорт 27182,27182,2025-02-19,РЖД,Транспорт,0,manual
Покупка. Сервис оплаты. 22156.00 RUB,22156,2024-09-15,Сервис оплаты,Прочее,0,csv
Потратил 64994 рублей в Мама на переводы,64994,2024-12-28,Мама,Переводы,0,voice
Лэтуаль Красота и уход 137085,137085,2024-11-08,Лэтуаль,Красота и уход,0,manual
Uber Russia Такси 74208,74208,2024-07-17,Uber Russia,Такси,0,manual
Покупка. Ригла. 13777.00 RUB,13777,2025-02-08,Ригла,Здоровье и аптеки,0,csv
Потратил 86476 рублей в Алексей на переводы,86476,2024-02-18,Алексей,Переводы,0,voice
Нетология Образование 74537,74537,2024-05-09,Нетология,Образование,0,manual
Тинькофф Инвестиции Инвестиции 21415,21415,2024-10-25,Тинькофф Инвестиции,Инвестиции,0,manual
Компания ООО Ромашка Зарплата 81375,81375,2024-12-01,Компания ООО Ромашка,Зарплата,0,manual
Клиент Telegram Фриланс 33853,33853,2024-10-31,Клиент Telegram,Фриланс,0,manual
Потратил 146568 рублей в Заказчик Upwork на фриланс,146568,2024-07-11,Заказчик Upwork,Фриланс,0,voice
Потратил 138040 рублей в Алексей на переводы,138040,2024-02-17,Алексей,Переводы,0,voice
Анна Переводы 94901,94901,2024-01-10,Анна,Переводы,0,manual
Потратил 56199 рублей в Ralf Ringer на обувь,56199,2024-06-23,Ralf Ringer,Обувь,0,voice
Потратил 59436 рублей в Сбер на налоги,59436,2024-03-11,Сбер,Налоги,0,voice
